datum,sat,minut,restoran,broj_gostiju,jelo,status,ocena,termin,dan_u_nedelji,mesec
2026-04-18,18,0,Stara Srpska Kuća,2,Šopska salata,confirmed,4,2026-04-18 18:00:00,Saturday,April
2026-01-24,19,0,Trpeza Balkana,2,Karađorđeva šnicla,completed,5,2026-01-24 19:00:00,Saturday,January
2026-03-22,12,0,Stara Srpska Kuća,1,Šopska salata,cancelled,5,2026-03-22 12:00:00,Sunday,March
2026-07-21,12,30,Trpeza Balkana,5,Šopska salata,confirmed,3,2026-07-21 12:30:00,Tuesday,July
2026-06-07,20,30,Stara Srpska Kuća,2,Pileći medaljoni,completed,5,2026-06-07 20:30:00,Sunday,June
2026-04-30,18,0,Sonic Restaurant,3,Palačinke,confirmed,4,2026-04-30 18:00:00,Thursday,April
2026-02-28,18,30,Sonic Restaurant,4,Karađorđeva šnicla,completed,5,2026-02-28 18:30:00,Saturday,February
2026-05-08,13,30,Trpeza Balkana,5,Pršuta i sir,confirmed,4,2026-05-08 13:30:00,Friday,May
2026-07-28,18,30,Villa Nova,5,Rižoto sa plodovima mora,completed,3,2026-07-28 18:30:00,Tuesday,July
2026-04-24,13,30,Rustika,4,Rižoto sa plodovima mora,completed,3,2026-04-24 13:30:00,Friday,April
2026-04-25,20,30,Zlatna Ribica,2,Grilovani list,confirmed,4,2026-04-25 20:30:00,Saturday,April
2026-07-28,20,30,Sonic Restaurant,4,Rižoto sa plodovima mora,confirmed,5,2026-07-28 20:30:00,Tuesday,July
2026-01-14,19,0,Rustika,2,Karađorđeva šnicla,cancelled,4,2026-01-14 19:00:00,Wednesday,January
2026-01-09,12,30,Trpeza Balkana,4,Grilovani list,confirmed,4,2026-01-09 12:30:00,Friday,January
2026-02-09,19,30,Stara Srpska Kuća,1,Grilovani list,confirmed,3,2026-02-09 19:30:00,Monday,February
2026-07-13,19,30,Rustika,3,Šopska salata,confirmed,4,2026-07-13 19:30:00,Monday,July
2026-01-25,20,30,Sonic Restaurant,2,Karađorđeva šnicla,confirmed,3,2026-01-25 20:30:00,Sunday,January
2026-04-13,20,0,Stara Srpska Kuća,4,Punjene pečurke,completed,5,2026-04-13 20:00:00,Monday,April
2026-07-20,13,0,Sonic Restaurant,6,Grilovani list,completed,4,2026-07-20 13:00:00,Monday,July
2026-01-22,20,0,Stara Srpska Kuća,3,Karađorđeva šnicla,confirmed,4,2026-01-22 20:00:00,Thursday,January
2026-01-04,19,0,Zlatna Ribica,2,Grilovani list,confirmed,4,2026-01-04 19:00:00,Sunday,January
2026-06-03,13,30,Stara Srpska Kuća,6,Grilovani list,completed,5,2026-06-03 13:30:00,Wednesday,June
2026-07-05,13,0,Stara Srpska Kuća,3,Pileći medaljoni,completed,5,2026-07-05 13:00:00,Sunday,July
2026-01-29,12,0,Stara Srpska Kuća,6,Rižoto sa plodovima mora,cancelled,5,2026-01-29 12:00:00,Thursday,January
2026-04-19,12,0,Zlatna Ribica,5,Domaći sok,cancelled,4,2026-04-19 12:00:00,Sunday,April
2026-04-08,21,0,Trpeza Balkana,2,Domaći sok,cancelled,5,2026-04-08 21:00:00,Wednesday,April
2026-02-06,13,30,Sonic Restaurant,4,Rižoto sa plodovima mora,completed,4,2026-02-06 13:30:00,Friday,February
2026-03-16,18,0,Stara Srpska Kuća,3,Baklava,completed,4,2026-03-16 18:00:00,Monday,March
2026-03-11,20,30,Stara Srpska Kuća,2,Karađorđeva šnicla,confirmed,4,2026-03-11 20:30:00,Wednesday,March
2026-05-26,19,0,Rustika,3,Pileći medaljoni,completed,5,2026-05-26 19:00:00,Tuesday,May
2026-05-08,13,30,Sonic Restaurant,3,Šopska salata,confirmed,4,2026-05-08 13:30:00,Friday,May
2026-03-26,21,30,Sonic Restaurant,6,Karađorđeva šnicla,cancelled,4,2026-03-26 21:30:00,Thursday,March
2026-02-11,19,0,Stara Srpska Kuća,6,Karađorđeva šnicla,completed,5,2026-02-11 19:00:00,Wednesday,February
2026-04-10,20,0,Trpeza Balkana,4,Karađorđeva šnicla,completed,5,2026-04-10 20:00:00,Friday,April
2026-02-10,12,0,Zlatna Ribica,2,Rižoto sa plodovima mora,confirmed,4,2026-02-10 12:00:00,Tuesday,February
2026-06-15,21,0,Stara Srpska Kuća,2,Pileći medaljoni,completed,3,2026-06-15 21:00:00,Monday,June
2026-02-03,19,30,Stara Srpska Kuća,2,Rižoto sa plodovima mora,confirmed,5,2026-02-03 19:30:00,Tuesday,February
2026-01-17,12,30,Sonic Restaurant,2,Rižoto sa plodovima mora,confirmed,4,2026-01-17 12:30:00,Saturday,January
2026-06-14,12,0,Rustika,3,Pileći medaljoni,confirmed,5,2026-06-14 12:00:00,Sunday,June
2026-06-02,20,0,Rustika,4,Šopska salata,confirmed,4,2026-06-02 20:00:00,Tuesday,June
2026-05-02,12,30,Zlatna Ribica,3,Karađorđeva šnicla,confirmed,4,2026-05-02 12:30:00,Saturday,May
2026-03-17,21,0,Trpeza Balkana,2,Šopska salata,completed,5,2026-03-17 21:00:00,Tuesday,March
2026-03-28,20,30,Stara Srpska Kuća,3,Punjene pečurke,completed,5,2026-03-28 20:30:00,Saturday,March
2026-04-27,21,0,Zlatna Ribica,6,Šopska salata,confirmed,5,2026-04-27 21:00:00,Monday,April
2026-04-16,12,30,Trpeza Balkana,2,Šopska salata,confirmed,5,2026-04-16 12:30:00,Thursday,April
2026-03-27,20,30,Stara Srpska Kuća,2,Pileći medaljoni,cancelled,5,2026-03-27 20:30:00,Friday,March
2026-01-27,12,30,Rustika,2,Karađorđeva šnicla,completed,5,2026-01-27 12:30:00,Tuesday,January
2026-02-26,20,30,Stara Srpska Kuća,2,Pileći medaljoni,completed,5,2026-02-26 20:30:00,Thursday,February
2026-01-31,20,30,Sonic Restaurant,6,Tiramisu,confirmed,4,2026-01-31 20:30:00,Saturday,January
2026-05-14,12,0,Zlatna Ribica,2,Pršuta i sir,cancelled,5,2026-05-14 12:00:00,Thursday,May
2026-06-17,19,30,Zlatna Ribica,1,Karađorđeva šnicla,confirmed,4,2026-06-17 19:30:00,Wednesday,June
2026-04-08,19,0,Trpeza Balkana,1,Karađorđeva šnicla,confirmed,5,2026-04-08 19:00:00,Wednesday,April
2026-01-12,12,30,Stara Srpska Kuća,4,Kafa,completed,5,2026-01-12 12:30:00,Monday,January
2026-02-22,19,30,Rustika,4,Karađorđeva šnicla,confirmed,4,2026-02-22 19:30:00,Sunday,February
2026-07-18,20,0,Zlatna Ribica,2,Karađorđeva šnicla,completed,5,2026-07-18 20:00:00,Saturday,July
2026-05-18,12,0,Sonic Restaurant,6,Rižoto sa plodovima mora,confirmed,4,2026-05-18 12:00:00,Monday,May
2026-06-22,20,0,Villa Nova,6,Domaći sok,completed,5,2026-06-22 20:00:00,Monday,June
2026-05-25,20,0,Trpeza Balkana,3,Grilovani list,completed,5,2026-05-25 20:00:00,Monday,May
2026-06-03,19,30,Stara Srpska Kuća,2,Rižoto sa plodovima mora,confirmed,4,2026-06-03 19:30:00,Wednesday,June
2026-07-09,18,0,Trpeza Balkana,2,Pršuta i sir,cancelled,4,2026-07-09 18:00:00,Thursday,July
2026-05-02,21,30,Stara Srpska Kuća,2,Karađorđeva šnicla,cancelled,4,2026-05-02 21:30:00,Saturday,May
2026-02-15,20,0,Stara Srpska Kuća,4,Palačinke,confirmed,4,2026-02-15 20:00:00,Sunday,February
2026-03-05,21,0,Sonic Restaurant,2,Pileći medaljoni,cancelled,4,2026-03-05 21:00:00,Thursday,March
2026-05-10,21,30,Villa Nova,5,Pileći medaljoni,confirmed,5,2026-05-10 21:30:00,Sunday,May
2026-02-23,20,30,Stara Srpska Kuća,3,Palačinke,cancelled,2,2026-02-23 20:30:00,Monday,February
2026-04-17,12,0,Trpeza Balkana,1,Tiramisu,confirmed,5,2026-04-17 12:00:00,Friday,April
2026-07-12,21,30,Stara Srpska Kuća,6,Rižoto sa plodovima mora,confirmed,5,2026-07-12 21:30:00,Sunday,July
2026-02-20,13,30,Trpeza Balkana,1,Karađorđeva šnicla,confirmed,5,2026-02-20 13:30:00,Friday,February
2026-06-30,20,30,Zlatna Ribica,4,Baklava,confirmed,3,2026-06-30 20:30:00,Tuesday,June
2026-02-05,21,30,Trpeza Balkana,1,Rižoto sa plodovima mora,confirmed,3,2026-02-05 21:30:00,Thursday,February
2026-04-25,12,30,Stara Srpska Kuća,2,Tiramisu,cancelled,4,2026-04-25 12:30:00,Saturday,April
2026-01-26,21,30,Trpeza Balkana,3,Tiramisu,cancelled,4,2026-01-26 21:30:00,Monday,January
2026-01-29,13,30,Villa Nova,4,Karađorđeva šnicla,confirmed,3,2026-01-29 13:30:00,Thursday,January
2026-05-29,13,30,Trpeza Balkana,5,Tiramisu,confirmed,4,2026-05-29 13:30:00,Friday,May
2026-01-11,12,0,Sonic Restaurant,6,Rižoto sa plodovima mora,completed,4,2026-01-11 12:00:00,Sunday,January
2026-02-09,13,30,Villa Nova,4,Pršuta i sir,confirmed,3,2026-02-09 13:30:00,Monday,February
2026-01-11,13,0,Stara Srpska Kuća,6,Karađorđeva šnicla,confirmed,3,2026-01-11 13:00:00,Sunday,January
2026-06-13,12,30,Trpeza Balkana,5,Palačinke,confirmed,4,2026-06-13 12:30:00,Saturday,June
2026-04-23,19,30,Rustika,6,Pršuta i sir,confirmed,3,2026-04-23 19:30:00,Thursday,April
2026-07-06,20,30,Stara Srpska Kuća,2,Pršuta i sir,confirmed,3,2026-07-06 20:30:00,Monday,July
2026-02-08,21,30,Sonic Restaurant,6,Palačinke,completed,4,2026-02-08 21:30:00,Sunday,February
2026-02-23,13,0,Stara Srpska Kuća,4,Pileći medaljoni,completed,5,2026-02-23 13:00:00,Monday,February
2026-04-08,18,0,Zlatna Ribica,3,Rižoto sa plodovima mora,confirmed,5,2026-04-08 18:00:00,Wednesday,April
2026-02-24,12,30,Zlatna Ribica,3,Palačinke,cancelled,5,2026-02-24 12:30:00,Tuesday,February
2026-04-21,20,0,Sonic Restaurant,1,Šopska salata,completed,3,2026-04-21 20:00:00,Tuesday,April
2026-06-01,19,30,Sonic Restaurant,2,Tiramisu,confirmed,3,2026-06-01 19:30:00,Monday,June
2026-05-30,20,30,Stara Srpska Kuća,2,Tiramisu,confirmed,4,2026-05-30 20:30:00,Saturday,May
2026-03-10,12,0,Sonic Restaurant,5,Rižoto sa plodovima mora,confirmed,5,2026-03-10 12:00:00,Tuesday,March
2026-02-25,21,0,Stara Srpska Kuća,4,Rižoto sa plodovima mora,confirmed,5,2026-02-25 21:00:00,Wednesday,February
2026-02-02,21,30,Rustika,3,Grilovani list,confirmed,3,2026-02-02 21:30:00,Monday,February
2026-02-05,20,30,Stara Srpska Kuća,1,Punjene pečurke,confirmed,5,2026-02-05 20:30:00,Thursday,February
2026-05-28,20,0,Rustika,6,Rižoto sa plodovima mora,confirmed,4,2026-05-28 20:00:00,Thursday,May
2026-03-22,19,30,Zlatna Ribica,2,Šopska salata,completed,5,2026-03-22 19:30:00,Sunday,March
2026-07-09,20,0,Sonic Restaurant,2,Karađorđeva šnicla,completed,4,2026-07-09 20:00:00,Thursday,July
2026-04-19,19,30,Trpeza Balkana,2,Karađorđeva šnicla,confirmed,3,2026-04-19 19:30:00,Sunday,April
2026-07-20,18,30,Zlatna Ribica,2,Karađorđeva šnicla,completed,5,2026-07-20 18:30:00,Monday,July
2026-06-03,18,0,Sonic Restaurant,2,Karađorđeva šnicla,cancelled,5,2026-06-03 18:00:00,Wednesday,June
2026-07-13,21,0,Stara Srpska Kuća,6,Pršuta i sir,completed,3,2026-07-13 21:00:00,Monday,July
2026-03-14,18,0,Sonic Restaurant,4,Karađorđeva šnicla,confirmed,4,2026-03-14 18:00:00,Saturday,March
2026-07-20,12,30,Stara Srpska Kuća,5,Karađorđeva šnicla,confirmed,5,2026-07-20 12:30:00,Monday,July
2026-02-09,20,30,Stara Srpska Kuća,2,Karađorđeva šnicla,cancelled,4,2026-02-09 20:30:00,Monday,February
2026-01-17,21,30,Sonic Restaurant,4,Šopska salata,confirmed,5,2026-01-17 21:30:00,Saturday,January
2026-05-09,21,30,Stara Srpska Kuća,4,Baklava,confirmed,4,2026-05-09 21:30:00,Saturday,May
2026-03-02,12,0,Stara Srpska Kuća,1,Karađorđeva šnicla,completed,5,2026-03-02 12:00:00,Monday,March
2026-06-20,13,30,Stara Srpska Kuća,4,Šopska salata,completed,4,2026-06-20 13:30:00,Saturday,June
2026-04-14,20,30,Stara Srpska Kuća,2,Rižoto sa plodovima mora,completed,2,2026-04-14 20:30:00,Tuesday,April
2026-02-11,20,30,Stara Srpska Kuća,2,Grilovani list,confirmed,4,2026-02-11 20:30:00,Wednesday,February
2026-01-25,18,0,Villa Nova,2,Pršuta i sir,confirmed,5,2026-01-25 18:00:00,Sunday,January
2026-02-08,13,30,Stara Srpska Kuća,5,Karađorđeva šnicla,cancelled,4,2026-02-08 13:30:00,Sunday,February
2026-02-04,13,30,Zlatna Ribica,3,Šopska salata,confirmed,4,2026-02-04 13:30:00,Wednesday,February
2026-05-11,13,0,Stara Srpska Kuća,2,Karađorđeva šnicla,confirmed,3,2026-05-11 13:00:00,Monday,May
2026-04-18,21,30,Villa Nova,6,Tiramisu,confirmed,4,2026-04-18 21:30:00,Saturday,April
2026-06-21,18,30,Stara Srpska Kuća,6,Karađorđeva šnicla,completed,4,2026-06-21 18:30:00,Sunday,June
2026-06-28,20,0,Villa Nova,1,Pršuta i sir,completed,4,2026-06-28 20:00:00,Sunday,June
2026-04-12,12,30,Zlatna Ribica,2,Palačinke,cancelled,5,2026-04-12 12:30:00,Sunday,April
2026-04-08,18,30,Stara Srpska Kuća,5,Karađorđeva šnicla,confirmed,4,2026-04-08 18:30:00,Wednesday,April
2026-01-12,19,30,Rustika,3,Pileći medaljoni,confirmed,5,2026-01-12 19:30:00,Monday,January
2026-01-19,19,0,Zlatna Ribica,4,Rižoto sa plodovima mora,confirmed,4,2026-01-19 19:00:00,Monday,January
2026-04-11,21,30,Stara Srpska Kuća,1,Pršuta i sir,completed,5,2026-04-11 21:30:00,Saturday,April
2026-02-13,20,30,Trpeza Balkana,3,Grilovani list,confirmed,4,2026-02-13 20:30:00,Friday,February
2026-07-06,13,0,Villa Nova,2,Karađorđeva šnicla,confirmed,4,2026-07-06 13:00:00,Monday,July
2026-02-18,12,0,Sonic Restaurant,2,Pršuta i sir,completed,4,2026-02-18 12:00:00,Wednesday,February
2026-07-08,13,30,Sonic Restaurant,2,Rižoto sa plodovima mora,confirmed,3,2026-07-08 13:30:00,Wednesday,July
2026-01-17,21,30,Trpeza Balkana,6,Pršuta i sir,confirmed,4,2026-01-17 21:30:00,Saturday,January
2026-03-15,20,30,Trpeza Balkana,2,Karađorđeva šnicla,completed,5,2026-03-15 20:30:00,Sunday,March
2026-02-26,21,30,Rustika,2,Rižoto sa plodovima mora,confirmed,4,2026-02-26 21:30:00,Thursday,February
2026-02-24,19,0,Trpeza Balkana,4,Pršuta i sir,confirmed,4,2026-02-24 19:00:00,Tuesday,February
2026-02-16,20,30,Stara Srpska Kuća,2,Pršuta i sir,confirmed,4,2026-02-16 20:30:00,Monday,February
2026-01-12,12,0,Villa Nova,2,Rižoto sa plodovima mora,confirmed,5,2026-01-12 12:00:00,Monday,January
2026-03-03,18,0,Stara Srpska Kuća,2,Grilovani list,confirmed,5,2026-03-03 18:00:00,Tuesday,March
2026-03-21,13,30,Stara Srpska Kuća,4,Grilovani list,completed,5,2026-03-21 13:30:00,Saturday,March
2026-03-24,12,30,Zlatna Ribica,2,Karađorđeva šnicla,confirmed,3,2026-03-24 12:30:00,Tuesday,March
2026-01-08,20,0,Zlatna Ribica,3,Rižoto sa plodovima mora,cancelled,4,2026-01-08 20:00:00,Thursday,January
2026-05-29,20,0,Stara Srpska Kuća,2,Karađorđeva šnicla,confirmed,4,2026-05-29 20:00:00,Friday,May
2026-03-22,19,30,Trpeza Balkana,2,Pršuta i sir,confirmed,5,2026-03-22 19:30:00,Sunday,March
2026-04-28,21,0,Sonic Restaurant,5,Pršuta i sir,confirmed,5,2026-04-28 21:00:00,Tuesday,April
2026-07-27,19,30,Sonic Restaurant,2,Rižoto sa plodovima mora,completed,5,2026-07-27 19:30:00,Monday,July
2026-07-17,20,30,Rustika,4,Rižoto sa plodovima mora,confirmed,3,2026-07-17 20:30:00,Friday,July
2026-07-19,19,0,Sonic Restaurant,4,Grilovani list,completed,5,2026-07-19 19:00:00,Sunday,July
2026-01-25,12,0,Stara Srpska Kuća,4,Pileći medaljoni,completed,5,2026-01-25 12:00:00,Sunday,January
2026-07-29,13,30,Stara Srpska Kuća,2,Palačinke,cancelled,3,2026-07-29 13:30:00,Wednesday,July
2026-03-30,19,0,Villa Nova,2,Punjene pečurke,completed,4,2026-03-30 19:00:00,Monday,March
2026-01-12,12,30,Stara Srpska Kuća,2,Šopska salata,confirmed,3,2026-01-12 12:30:00,Monday,January
2026-05-23,20,30,Sonic Restaurant,4,Baklava,completed,4,2026-05-23 20:30:00,Saturday,May
2026-02-28,20,30,Zlatna Ribica,2,Rižoto sa plodovima mora,cancelled,5,2026-02-28 20:30:00,Saturday,February
2026-06-03,20,0,Sonic Restaurant,2,Karađorđeva šnicla,cancelled,5,2026-06-03 20:00:00,Wednesday,June
2026-04-19,19,30,Stara Srpska Kuća,4,Pršuta i sir,confirmed,3,2026-04-19 19:30:00,Sunday,April
2026-01-26,13,30,Zlatna Ribica,4,Karađorđeva šnicla,completed,4,2026-01-26 13:30:00,Monday,January
2026-02-16,12,30,Sonic Restaurant,2,Pršuta i sir,confirmed,3,2026-02-16 12:30:00,Monday,February
2026-02-01,13,30,Villa Nova,1,Šopska salata,confirmed,5,2026-02-01 13:30:00,Sunday,February
2026-01-10,21,30,Stara Srpska Kuća,2,Šopska salata,completed,3,2026-01-10 21:30:00,Saturday,January
2026-01-16,19,30,Sonic Restaurant,3,Grilovani list,cancelled,4,2026-01-16 19:30:00,Friday,January
2026-07-18,21,30,Sonic Restaurant,4,Pileći medaljoni,completed,3,2026-07-18 21:30:00,Saturday,July
2026-05-25,21,30,Sonic Restaurant,2,Pršuta i sir,cancelled,4,2026-05-25 21:30:00,Monday,May
2026-05-31,18,30,Trpeza Balkana,1,Baklava,confirmed,5,2026-05-31 18:30:00,Sunday,May
2026-01-26,21,30,Stara Srpska Kuća,4,Šopska salata,confirmed,4,2026-01-26 21:30:00,Monday,January
2026-03-27,20,30,Stara Srpska Kuća,2,Vino kuće,completed,4,2026-03-27 20:30:00,Friday,March
2026-05-15,19,0,Trpeza Balkana,2,Karađorđeva šnicla,confirmed,3,2026-05-15 19:00:00,Friday,May
2026-01-14,19,30,Zlatna Ribica,2,Rižoto sa plodovima mora,cancelled,4,2026-01-14 19:30:00,Wednesday,January
2026-03-20,12,30,Sonic Restaurant,4,Grilovani list,confirmed,3,2026-03-20 12:30:00,Friday,March
2026-04-27,13,30,Stara Srpska Kuća,4,Karađorđeva šnicla,confirmed,5,2026-04-27 13:30:00,Monday,April
2026-01-07,18,0,Stara Srpska Kuća,4,Palačinke,completed,4,2026-01-07 18:00:00,Wednesday,January
2026-05-17,21,30,Stara Srpska Kuća,3,Kafa,confirmed,4,2026-05-17 21:30:00,Sunday,May
2026-04-25,21,0,Stara Srpska Kuća,4,Karađorđeva šnicla,cancelled,4,2026-04-25 21:00:00,Saturday,April
2026-06-25,13,30,Zlatna Ribica,2,Karađorđeva šnicla,completed,3,2026-06-25 13:30:00,Thursday,June
2026-03-13,20,30,Rustika,1,Grilovani list,confirmed,4,2026-03-13 20:30:00,Friday,March
2026-02-28,12,0,Sonic Restaurant,5,Baklava,completed,4,2026-02-28 12:00:00,Saturday,February
2026-03-23,19,30,Sonic Restaurant,1,Grilovani list,confirmed,4,2026-03-23 19:30:00,Monday,March
2026-04-26,19,0,Stara Srpska Kuća,2,Karađorđeva šnicla,completed,5,2026-04-26 19:00:00,Sunday,April
2026-06-16,20,0,Sonic Restaurant,4,Karađorđeva šnicla,confirmed,5,2026-06-16 20:00:00,Tuesday,June
2026-05-26,18,30,Stara Srpska Kuća,1,Rižoto sa plodovima mora,confirmed,4,2026-05-26 18:30:00,Tuesday,May
2026-07-06,21,30,Rustika,2,Tiramisu,cancelled,3,2026-07-06 21:30:00,Monday,July
2026-04-13,18,30,Trpeza Balkana,4,Grilovani list,cancelled,4,2026-04-13 18:30:00,Monday,April
2026-01-17,20,30,Villa Nova,5,Rižoto sa plodovima mora,confirmed,5,2026-01-17 20:30:00,Saturday,January
2026-01-14,18,0,Rustika,2,Karađorđeva šnicla,completed,4,2026-01-14 18:00:00,Wednesday,January
2026-06-08,19,0,Sonic Restaurant,2,Pileći medaljoni,cancelled,5,2026-06-08 19:00:00,Monday,June
2026-06-01,20,30,Zlatna Ribica,1,Punjene pečurke,confirmed,4,2026-06-01 20:30:00,Monday,June
2026-04-18,12,0,Stara Srpska Kuća,6,Grilovani list,confirmed,4,2026-04-18 12:00:00,Saturday,April
2026-07-07,19,0,Sonic Restaurant,4,Grilovani list,completed,5,2026-07-07 19:00:00,Tuesday,July
2026-02-14,12,30,Rustika,4,Baklava,confirmed,3,2026-02-14 12:30:00,Saturday,February
2026-04-08,13,0,Stara Srpska Kuća,6,Karađorđeva šnicla,confirmed,5,2026-04-08 13:00:00,Wednesday,April
2026-05-11,20,0,Rustika,1,Pršuta i sir,cancelled,5,2026-05-11 20:00:00,Monday,May
2026-02-06,13,30,Sonic Restaurant,4,Rižoto sa plodovima mora,confirmed,5,2026-02-06 13:30:00,Friday,February
2026-06-20,20,0,Rustika,3,Grilovani list,completed,4,2026-06-20 20:00:00,Saturday,June
2026-06-17,13,30,Villa Nova,4,Punjene pečurke,completed,5,2026-06-17 13:30:00,Wednesday,June
2026-07-02,19,0,Trpeza Balkana,5,Baklava,completed,4,2026-07-02 19:00:00,Thursday,July
2026-04-18,12,30,Trpeza Balkana,3,Pileći medaljoni,completed,4,2026-04-18 12:30:00,Saturday,April
2026-02-08,21,0,Sonic Restaurant,2,Karađorđeva šnicla,confirmed,4,2026-02-08 21:00:00,Sunday,February
2026-01-15,19,0,Rustika,2,Pileći medaljoni,confirmed,4,2026-01-15 19:00:00,Thursday,January
2026-04-30,13,30,Villa Nova,3,Pileći medaljoni,confirmed,4,2026-04-30 13:30:00,Thursday,April
2026-01-04,20,30,Trpeza Balkana,2,Pileći medaljoni,completed,4,2026-01-04 20:30:00,Sunday,January
2026-04-03,21,30,Zlatna Ribica,2,Punjene pečurke,confirmed,4,2026-04-03 21:30:00,Friday,April
2026-06-02,20,30,Zlatna Ribica,5,Karađorđeva šnicla,confirmed,4,2026-06-02 20:30:00,Tuesday,June
2026-05-21,13,0,Rustika,4,Pileći medaljoni,cancelled,5,2026-05-21 13:00:00,Thursday,May
2026-07-29,20,0,Zlatna Ribica,1,Pršuta i sir,cancelled,4,2026-07-29 20:00:00,Wednesday,July
2026-06-10,21,0,Rustika,3,Rižoto sa plodovima mora,confirmed,5,2026-06-10 21:00:00,Wednesday,June
2026-01-16,20,30,Zlatna Ribica,6,Punjene pečurke,confirmed,4,2026-01-16 20:30:00,Friday,January
2026-06-19,19,0,Stara Srpska Kuća,2,Grilovani list,completed,5,2026-06-19 19:00:00,Friday,June
2026-04-18,12,0,Sonic Restaurant,1,Grilovani list,completed,3,2026-04-18 12:00:00,Saturday,April
2026-05-06,13,30,Sonic Restaurant,5,Domaći sok,confirmed,5,2026-05-06 13:30:00,Wednesday,May
2026-07-13,19,30,Stara Srpska Kuća,3,Rižoto sa plodovima mora,confirmed,4,2026-07-13 19:30:00,Monday,July
2026-02-24,21,0,Stara Srpska Kuća,2,Rižoto sa plodovima mora,cancelled,4,2026-02-24 21:00:00,Tuesday,February
2026-06-19,12,30,Zlatna Ribica,1,Pršuta i sir,cancelled,4,2026-06-19 12:30:00,Friday,June
2026-02-03,20,0,Stara Srpska Kuća,2,Domaći sok,completed,4,2026-02-03 20:00:00,Tuesday,February
2026-06-07,21,0,Sonic Restaurant,6,Vino kuće,confirmed,4,2026-06-07 21:00:00,Sunday,June
2026-01-13,20,30,Trpeza Balkana,1,Pršuta i sir,confirmed,5,2026-01-13 20:30:00,Tuesday,January
2026-05-21,21,0,Villa Nova,2,Karađorđeva šnicla,completed,4,2026-05-21 21:00:00,Thursday,May
2026-01-18,21,30,Trpeza Balkana,5,Palačinke,confirmed,4,2026-01-18 21:30:00,Sunday,January
2026-06-09,19,30,Villa Nova,5,Pršuta i sir,confirmed,3,2026-06-09 19:30:00,Tuesday,June
2026-04-06,18,0,Trpeza Balkana,5,Rižoto sa plodovima mora,confirmed,5,2026-04-06 18:00:00,Monday,April
2026-05-03,20,0,Sonic Restaurant,5,Baklava,confirmed,5,2026-05-03 20:00:00,Sunday,May
2026-02-08,21,0,Trpeza Balkana,2,Rižoto sa plodovima mora,confirmed,5,2026-02-08 21:00:00,Sunday,February
2026-02-15,20,30,Trpeza Balkana,5,Karađorđeva šnicla,completed,4,2026-02-15 20:30:00,Sunday,February
2026-01-29,12,0,Sonic Restaurant,6,Baklava,completed,4,2026-01-29 12:00:00,Thursday,January
2026-07-09,18,30,Stara Srpska Kuća,4,Pileći medaljoni,cancelled,4,2026-07-09 18:30:00,Thursday,July
2026-03-03,19,30,Trpeza Balkana,2,Rižoto sa plodovima mora,cancelled,4,2026-03-03 19:30:00,Tuesday,March
2026-07-04,19,0,Stara Srpska Kuća,6,Grilovani list,confirmed,4,2026-07-04 19:00:00,Saturday,July
2026-01-16,18,30,Zlatna Ribica,5,Pršuta i sir,confirmed,5,2026-01-16 18:30:00,Friday,January
2026-07-03,20,0,Stara Srpska Kuća,3,Karađorđeva šnicla,confirmed,4,2026-07-03 20:00:00,Friday,July
2026-05-01,12,0,Zlatna Ribica,2,Rižoto sa plodovima mora,confirmed,4,2026-05-01 12:00:00,Friday,May
2026-01-10,19,0,Zlatna Ribica,4,Pršuta i sir,cancelled,4,2026-01-10 19:00:00,Saturday,January
2026-06-07,20,0,Stara Srpska Kuća,2,Palačinke,confirmed,4,2026-06-07 20:00:00,Sunday,June
2026-06-02,19,0,Sonic Restaurant,2,Pileći medaljoni,confirmed,5,2026-06-02 19:00:00,Tuesday,June
